Manufacturer,Disc Model,Max Weight,Diameter,Height,Rim Depth,Inside Rim Diameter,Rim Thickness,Rim Configuration,Flexibility,Class,Max Weight Vint (gr),Last Year Production,Certification Number,Approved Date
Black Zombie Disc Golf,Crossbow,181.8,21.9,1.6,1.2,19.1,1.4,32.75,8.85,,,,18-26,26-Feb-18
Disc Golf Association,Banzai,177.6,21.4,1.7,1.2,17.5,1.9,30,11.34,,,,18-98,26-Feb-18
Discraft,Vulture,177.6,21.4,1.6,1.2,17.8,1.8,33.5,10.89,,,,18-97,26-Feb-18
Infinite Discs,Chariot,180.9,21.8,1.7,1.4,19,1.4,51.5,9.07,,,,18-32,26-Feb-18
Innova Champion Discs,Caiman,175.1,21.1,1.7,1.4,18.3,1.4,66.5,11.68,,,,18-27,26-Feb-18
MVP Disc Sports,Deflector,178.5,21.5,2,1.3,18.3,1.6,40,10.77,,,,18-28,26-Feb-18
RPM Discs/Disc Golf Aotearoa,Kea (MR2),176,21.2,1.9,1.4,18,1.4,62.75,11.11,,,,18-37,26-Feb-18
Albatross Disc Golf,Albatrossdisc Driver,174.3,21,1.6,1.2,17.5,0.9,28.25,8.5,,,,18-09,8-Feb-18
Albatross Disc Golf,Albatrossdisc Midrange,175.1,21.1,1.9,1.3,19,1,61,6.58,,,,18-10,8-Feb-18
Albatross Disc Golf,Albatrossdisc Putter,176,21.2,2.1,1.6,19.6,0.8,101.75,7.94,,,,18-11,8-Feb-18
Albatross Disc Golf,Caravel,176,21.2,2,1.3,17.9,1.6,29.5,8.5,,,,18-12,8-Feb-18
Albatross Disc Golf,Frigate,176,21.2,1.5,1.2,18.9,2.2,29.5,9.07,,,,18-13,8-Feb-18
Albatross Disc Golf,Galley,175.1,21.1,1.8,1.4,19,1,60.25,10.21,,,,18-14,8-Feb-18
Prodigy Disc,H1 (retooled H1),177.6,21.4,1.6,1.2,17.4,2,28,9.19,,,,18-15,8-Feb-18
Prodigy Disc,H3 V2 (retooled H3),176.8,21.3,1.8,1.2,17.3,2,30.75,9.19,,,,18-16,8-Feb-18
Prodigy Disc,H5,176.8,21.3,1.7,1.2,17.4,2,37.5,9.3,,,,18-17,8-Feb-18
Westside Golf Discs,Anvil,176.8,21.3,1.8,1.2,18.3,1.5,41.75,11.57,,,,18-18,8-Feb-18
Westside Golf Discs,Maiden,176,21.2,1.8,1.3,19.2,1,57.75,11.79,,,,18-19,8-Feb-18
Westside Golf Discs,War Horse,175.1,21.1,1.6,1.2,16.6,2.2,28,12.02,,,,18-20,8-Feb-18
Infinite Discs,Pharaoh,175.1,21.1,1.4,1.1,16.4,2.3,28.5,11.11,,,,18-33,2-Feb-18
Latitude 64,Fuji,180.1,21.7,1.8,1.2,18.9,1.3,42.75,8.96,,,,18-06,29-Jan-18
Gateway Disc Sports,Prophecy,181.8,21.9,1.7,1.2,19,1.5,38.5,6.12,,,,18-01,19-Jan-18
Infinite Discs,Exodus,175.1,21.1,1.8,1.1,17.5,1.8,36.25,8.73,,,,18-03,19-Jan-18
Yikun Discs,Twin Swords (双刃剑),176,21.2,1.9,1.2,16.4,2.4,26.5,8.05,,,,18-02,19-Jan-18
Kastaplast,Stål,175.1,21.1,1.8,1.1,17.3,1.9,30.5,11,,,,17-126,11-Dec-17
Latitude 64,Ballista Pro,176,21.2,1.7,1.1,16.3,2.4,26.75,11.79,,,,17-127,11-Dec-17
Latitude 64,Explorer,176,21.2,1.7,1.1,17.7,1.8,32.75,10.21,,,,17-128,11-Dec-17
Dynamic Discs,Captain,175.1,21.1,1.6,1.1,16.6,2.3,30,11.23,,,,17-121,4-Dec-17
Dynamic Discs,Getaway,175.1,21.1,1.8,1.1,17.1,2,28.75,11,,,,17-122,4-Dec-17
Dynamic Discs,Maverick,176,21.2,1.8,1.1,17.8,1.7,35,9.53,,,,17-123,4-Dec-17
Dynamic Discs,Patrol,180.1,21.7,1.6,1.2,18.8,1.4,44,8.85,,,,17-124,4-Dec-17
Discraft,Sting (Ace Race 2017),177.6,21.4,1.8,1.2,18.2,1.6,36.25,10.66,,,,17-119,7-Nov-17
Ozone Discs,Hyperion,174.3,21,1.6,1.1,16.7,2.2,26,9.19,,,,17-120,7-Nov-17
Sportme,uControl,179.3,21.6,1.5,1.2,19,1.3,47.75,9.98,,,,17-116,7-Nov-17
Sportme,uDrive,175.1,21.1,1.5,1.1,17.3,1.9,32.5,11.23,,,,17-117,7-Nov-17
Sportme,uPutt,175.1,21.1,2.2,1.6,19,1,63,11,,,,17-118,7-Nov-17
Latitude 64,Zion,176,21.2,1.7,1.1,17.2,2,28,9.75,,,,17-109,8-Oct-17
Viking Discs (IP-Agency Finland Oy),Barbarian,176.8,21.3,1.8,1.2,17.6,1.9,35.75,11.68,,,,17-113,8-Oct-17
Viking Discs (IP-Agency Finland Oy),Loki,177.6,21.4,1.9,1.3,18.5,1.5,44.5,8.62,,,,17-114,8-Oct-17
Viking Discs (IP-Agency Finland Oy),Valhalla,176.8,21.3,2,1.2,16.8,2.2,28,8.96,,,,17-115,8-Oct-17
"Wham-O, Inc.",Fairway Driver (new),175.1,21.1,2.1,1.1,17.5,1.8,32,10.66,,,,17-110,8-Oct-17
"Wham-O, Inc.",Mid-Range,180.1,21.7,2.2,1.2,19.2,1.3,41.75,8.5,,,,17-111,8-Oct-17
"Wham-O, Inc.",Putter,176,21.2,2.2,1.5,19.3,1,53.5,7.6,,,,17-112,8-Oct-17
Discraft,Challenger OS,175.1,21.1,2,1.5,18.9,1,61,8.05,,,,17-107,26-Sep-17
Innova Champion Discs,AviarX3,176.8,21.3,1.8,1.6,19.3,1,55.75,7.14,,,,17-108,26-Sep-17
Full Turn Discs,Voyage,175.1,21.1,1.8,1.1,16.4,2.3,26.25,8.85,,,,17-105,24-Sep-17
Yikun Discs,Kui (夔牛),176,21.2,2.1,1.3,17.9,1.6,35.75,9.64,,,,17-103,24-Sep-17
Yikun Discs,"Lu (Luan, 鸾鸟)",176,21.2,1.4,1.1,16.4,2.4,31.25,7.94,,,,17-104,24-Sep-17
Disc Golf Association,Tremor,179.3,21.6,1.7,1.1,18.8,1.4,39.25,7.48,,,,17-100,29-Aug-17
Innova Champion Discs,Leopard 3,176,21.2,1.7,1.1,17.8,1.7,29.25,9.3,,,,17-94,29-Aug-17
Innova Champion Discs,Mako 3,180.1,21.7,1.9,1.4,19,1.4,52.75,8.96,,,,17-95,29-Aug-17
Innova Champion Discs,Roc 3,180.9,21.8,2,1.3,19,1.4,43,7.94,,,,17-96,29-Aug-17
Innova Champion Discs,Shark 3,180.9,21.8,2,1.3,19,1.4,39.5,8.28,,,,17-97,29-Aug-17
Innova Champion Discs,Teebird 3,176,21.2,1.7,1.1,17.5,1.8,29.25,9.41,,,,17-98,29-Aug-17
Innova Champion Discs,TL 3,176,21.2,1.7,1.1,17.6,1.8,33,7.48,,,,17-99,29-Aug-17
Discraft,Challenger SS,175.1,21.1,2,1.4,19.1,1,61,8.62,,,,17-93,19-Aug-17
MVP Disc Sports,Vertex,178.5,21.5,1.9,1.3,19,1.2,46.75,7.48,,,,17-92,19-Aug-17
Reptilian Disc Golf,Gila,174.3,21,1.6,1.2,19.2,1.4,36.5,11.23,,,,17-91,19-Aug-17
Arsenal Discs,50 Cal,175.1,21.1,1.6,1.2,17.2,2,31.75,9.3,,,,17-83,13-Jul-17
Arsenal Discs,Air Strike,174.3,21,1.5,1.2,16.3,2.3,26.25,7.03,,,,17-84,13-Jul-17
Arsenal Discs,C4,175.1,21.1,1.9,1.3,19.1,1,50,8.65,,,,17-85,13-Jul-17
Arsenal Discs,Cyborg,174.3,21,1.6,1.2,17.4,1.8,30.75,8.85,,,,17-86,13-Jul-17
Arsenal Discs,Morningstar,180.1,21.7,1.9,1.3,19.1,1.3,43.75,7.71,,,,17-87,13-Jul-17
Full Turn Discs,Cruise,175.1,21.1,1.6,1.1,16.4,2.3,26.5,8.85,,,,17-82,26-Jun-17
Innova Champion Discs,Rat,176,21.2,1.7,1.4,18.9,1.1,66.75,6.01,,,,17-77,26-Jun-17
Legacy Discs,Aftermath,176,21.2,1.7,1.1,16.3,2.5,29,9.19,,,,17-80,26-Jun-17
Legacy Discs,Recon,176,21.2,1.7,1.1,16.4,2.4,28.75,8.05,,,,17-81,26-Jun-17
Millennium Golf Discs,Taurus,180.1,21.7,2,1.5,19,1.4,66.75,9.07,,,,17-78,26-Jun-17
Daredevil Discs,Gray Jay,174.3,21,1.4,1.1,16.3,2.3,28.5,4.85,,,,17-73,11-Jun-17
Daredevil Discs,Pteranodon,179.3,21.6,2.3,1.2,18.8,1.4,44.5,8.39,,,,17-74,11-Jun-17
MVP Disc Sports,Particle,175.1,21.1,2,1.4,18.8,1.1,61.25,8.28,,,,17-71,11-Jun-17
Prodigy Disc,X3,175.1,21.1,1.7,1.1,16.6,2.2,30.5,8.73,,,,17-72,11-Jun-17
Discmania,MD4 (Midrange Driver),180.1,21.7,1.6,1.4,18.9,1.4,51.25,11.11,,,,17-55,21-Apr-17
Discmania,TDx (Turn Driver),175.1,21.1,1.5,1.2,17.2,2,30.5,11.45,,,,17-56,21-Apr-17
Discraft,Punisher,175.1,21.1,1.5,1.1,16.7,2.2,28.25,11.68,,,,17-69,21-Apr-17
Discraft,Ringer GT,175.1,21.1,1.7,1.1,19,1,63.25,4.65,,,,17-70,21-Apr-17
Gateway Disc Sports,Diablo,176,21.2,1.7,1.2,17.1,2,32.5,9.3,,,,17-57,21-Apr-17
Gateway Disc Sports,Journey - LS,176,21.2,1.9,1.1,16.9,2.2,28.25,9.75,,,,17-61,21-Apr-17
Gateway Disc Sports,Ninja,176,21.2,1.9,1.2,17.2,2,31.75,8.73,,,,17-58,21-Apr-17
Gateway Disc Sports,Siren,175.1,21.1,1.8,1.2,16.4,2.3,29.25,11.57,,,,17-62,21-Apr-17
Prodigy Disc,X4,176,21.2,1.7,1.1,16.6,2.3,27,9.3,,,,17-63,21-Apr-17
Prodigy Disc,X6,175.1,21.1,1.8,1.1,16.6,2.2,26.25,8.39,,,,17-64,21-Apr-17
Vibram Disc Golf,Crag,177.6,21.4,2,1.4,18.6,1.4,31.75,4.65,,,,17-59,21-Apr-17
Vibram Disc Golf,Launch,177.6,21.4,2.1,1.3,18.8,1.3,51.25,4.76,,,,17-60,21-Apr-17
Axiom Discs,Mayhem,176,21.2,1.9,1.2,16.3,2.4,27.5,12.13,,,,17-48,13-Apr-17
Axiom Discs,Tenacity,175.1,21.1,1.9,1.2,16.3,2.4,26.75,11.57,,,,17-49,13-Apr-17
Kastaplast,Falk,175.1,21.1,1.8,1.1,17.2,1.9,30.25,9.53,,,,17-54,13-Apr-17
Latitude 64,River Pro,177.6,21.4,1.8,1.3,17.8,1.8,34,10.87,,,,17-47,13-Apr-17
MVP Disc Sports,Dimension,174.3,21,1.8,1.2,16,2.5,27.75,11.68,,,,17-50,13-Apr-17
MVP Disc Sports,Limit,175.1,21.1,1.8,1.2,16,2.5,27.25,11.91,,,,17-51,13-Apr-17
MVP Disc Sports,Relativity,175.1,21.1,1.9,1.2,16,2.5,27.25,11.77,,,,17-52,13-Apr-17
MVP Disc Sports,Teleport,175.1,21.1,1.9,1.2,16,2.5,27.75,11.11,,,,17-53,13-Apr-17
Above Ground Level,Cypress,176,21.2,1.5,1.1,16.7,2.2,26.75,7.03,,,,17-37,3-Apr-17
Axiom Discs,Panic,175.1,21.1,1.7,1.2,16.3,2.4,26.25,12.25,,,,17-45,3-Apr-17
Daredevil Discs,Albatross,174.3,21,1.6,1.1,16.4,2.3,26.5,8.39,,,,17-43,3-Apr-17
Daredevil Discs,Merlin,174.3,21,1.7,1.1,16.4,2.3,26,7.03,,,,17-44,3-Apr-17
Latitude 64,Bryce,176,21.2,1.7,1.1,17.2,2,28.25,10.66,,,,17-40,3-Apr-17
Latitude 64,Gobi,180.1,21.7,1.8,1.3,18.8,1.4,37.5,10.43,,,,17-41,3-Apr-17
Latitude 64,Sarek,176,21.2,2.2,1.5,19,1.1,61,8.39,,,,17-42,3-Apr-17
Prodigy Disc,X2,175.1,21.1,1.8,1.1,16.6,2.2,26,8.16,,,,17-38,3-Apr-17
Prodigy Disc,X5,175.1,21.1,1.9,1.1,16.6,2.2,28.25,7.94,,,,17-39,3-Apr-17
Innova Champion Discs,Firestorm,175.1,21.1,1.5,1.1,16.5,2.3,27.5,10.77,,,,17-33,23-Mar-17
Millennium Golf Discs,Sabot,175.1,21.1,1.7,1.2,16.7,2.2,36.5,10.89,,,,17-32,23-Mar-17
Westside Golf Discs,Ahti,176,21.2,1.7,1.1,17.2,2,28.75,9.98,,,,17-34,23-Mar-17
Westside Golf Discs,Fortress (Linnoitus1),176,21.2,1.5,1.1,17.2,2,28,9.64,,,,17-35,23-Mar-17
Westside Golf Discs,Pine (Hornan Honka1),180.1,21.7,1.9,1.3,18.7,1.5,39.75,8.28,,,,17-36,23-Mar-17
Best Disc Golf Discs,MaxGlide,175.1,21.1,1.6,1.1,16.6,2.3,29.25,11,,,,17-31,15-Mar-17
Discraft,Machete,175.1,21.1,1.6,1.1,16.8,2.1,30.5,12.13,,,,17-30,15-Mar-17
Guru,Sleipner,176,21.2,1.5,1.1,17,2.1,28.75,11.11,,,,17-29,15-Mar-17
Disc Golf Association,Quake,179.3,21.6,1.7,1.2,18.6,1.5,40,12.25,,,,17-23,8-Mar-17
Discmania,CD3 (Control Driver),175.1,21.1,2,1.2,16.9,2.1,31,11.24,,,,17-25,8-Mar-17
Full Turn Discs,Drifter,175.1,21.1,1.7,1.2,17.3,1.9,27,9.19,,,,17-21,8-Mar-17
Galaxy Disc Golf,Meteorite,175.1,21.1,1.8,1.1,16.8,2.1,26,8.62,,,,17-22,8-Mar-17
Innova Champion Discs,Wombat3,180.9,21.8,2,1.4,18.9,1.4,30,7.26,,,,17-20,8-Mar-17
Latitude 64,Beetle,181.8,21.9,2.2,1.6,20.3,0.8,89.25,3.06,,,,17-24,8-Mar-17
Streamline Discs,Trace,176,21.2,1.7,1.2,16.8,2.2,31.25,9.98,,,,17-19,8-Mar-17
Viking Discs (IP-Agency Finland Oy),Ragnarok,176,21.2,2.1,1.1,16.9,2.1,27.75,9.53,,,,17-26,8-Mar-17
Dynamic Discs,Deputy,176,21.2,2,1.5,19.1,1.1,61,6.92,,,,17-15,22-Feb-17
Innova Champion Discs,RocX3,180.9,21.8,2,1.4,19,1.4,49.75,9.07,,,,17-17,22-Feb-17
Streamline Discs,Pilot,176,21.2,1.9,1.5,18.2,1,64,11.11,,,,17-16,22-Feb-17
Westside Golf Discs,Crown (Kruunu1),176,21.2,2,1.4,19.2,1,54,12.02,,,,17-18,22-Feb-17
Innova Champion Discs,Aviar 3,176,21.2,1.9,1.5,19.2,1,55.75,9.53,,,,17-14,8-Feb-17
Dynamic Discs,Slammer,176,21.2,1.8,1.4,19.2,1,53.5,8.39,,,,17-12,28-Jan-17
Galaxy Disc Golf,Magneton,175.1,21.1,1.9,1.5,19.1,1,59.25,8.28,,,,17-08,28-Jan-17
Galaxy Disc Golf,Orbit,176,21.2,2.1,1.3,19.2,1,60,8.62,,,,17-09,28-Jan-17
Galaxy Disc Golf,Satellite,176.8,21.3,2.1,1.7,19.7,0.8,95.25,6.8,,,,17-10,28-Jan-17
Galaxy Disc Golf,Shooting Star,174.3,21,1.8,1.2,17.4,1.8,26.25,6.69,,,,17-11,28-Jan-17
Mint Discs,Alpha,175.1,21.1,2.1,1.2,17.1,2,30.5,8.39,,,,17-13,28-Jan-17
Innova Champion Discs,Manta,180.9,21.8,1.9,1.2,19,1.4,37.25,9.98,,,,17-07,24-Jan-17
Dynamic Discs,Criminal,176,21.2,1.5,1.2,16.9,2.1,29,12.25,,,,17-05,17-Jan-17
Viking Discs (IP-Agency Finland Oy),Berserker,176,21.2,1.7,1.2,17,2.1,28.75,9.53,,,,17-01,17-Jan-17
Viking Discs (IP-Agency Finland Oy),Nordic Warrior,178.5,21.5,2,1.4,18.7,1.4,36,12.25,,,,17-04,17-Jan-17
Viking Discs (IP-Agency Finland Oy),Rune,176,21.2,2.1,1.6,19,1.1,55.5,9.07,,,,17-02,17-Jan-17
Viking Discs (IP-Agency Finland Oy),Thunder God Thor,174.3,21,1.7,1.2,16,2.5,28,12.02,,,,17-03,17-Jan-17
Gateway Disc Sports,Voodoo (revised),176,21.2,2.1,1.6,19.2,1,62,9.41,,,,16-90,30-Dec-16
Gateway Disc Sports,Wizard (revised),176,21.2,2.1,1.8,19.2,1,59.25,9.87,,,,16-91,30-Dec-16
Dynamic Discs,Sheriff,175.1,21.1,1.6,1.1,16.3,2.4,30.25,11.79,,,,16-84,29-Dec-16
RPM Discs/Disc Golf Aotearoa,Ruru (PA2),174.3,21,2.3,1.6,18.9,1,72.75,8.28,,,,16-85,29-Dec-16
Viking Discs (IP-Agency Finland Oy),Axe,176,21.2,2,1.3,19.2,1,57,8.16,,,,16-86,29-Dec-16
Viking Discs (IP-Agency Finland Oy),Cosmos,174.3,21,1.6,1.1,17.4,1.8,28.5,9.41,,,,16-87,29-Dec-16
Viking Discs (IP-Agency Finland Oy),Knife,175.1,21.1,1.9,1.3,19.1,1,58.75,10.32,,,,16-88,29-Dec-16
Prodiscus,FASTi,175.1,21.1,1.6,1.1,17.1,2.3,26.75,10.66,,,,16-81,19-Dec-16
Prodiscus,FLIPPERi,176,21.2,1.7,1.2,17.2,2,26,10.77,,,,16-82,19-Dec-16
Discraft,Archer,178.5,21.5,1.8,1.1,18.5,1.5,36,7.94,,,,16-78,7-Dec-16
Latitude 64,Anchor,180.1,21.7,1.8,1.5,18.9,1.4,43.25,10.32,,,,16-75,7-Dec-16
Latitude 64,Caltrop,174.3,21,1.9,1.5,19.1,1,64,10.66,,,,16-76,7-Dec-16
Latitude 64,Gladiator,175.1,21.1,1.7,1.1,16.5,2.3,28.5,12.02,,,,16-77,7-Dec-16
Innova Champion Discs,Shryke,175.1,21.1,1.7,1.2,16.4,2.3,26,10.32,,,,16-71,14-Nov-16
Disc King,Lex,178.5,21.5,2.1,1.6,19.5,1,75.25,12.25,,,,16-72,10-Nov-16
Ozone Discs,Andro C (retooled),179.3,21.6,1.5,1.3,18.6,1.5,31.25,3.4,,,,16-73,10-Nov-16
Element Discs,Chromium,175.1,21.1,2,1.2,17.2,2,31.25,9.75,,,,16-69,21-Oct-16
Element Discs,Radium,181.8,21.9,2,1.1,18.9,1.5,43.25,10.21,,,,16-70,21-Oct-16
Obsidian Discs Oy,Cinder,176,21.2,2.2,1.3,17.5,1.9,30.25,9.64,,,,16-67,23-Sep-16
Prodiscus,STARi,179.3,21.6,1.9,1.4,18.9,1.3,45,7.03,,,,16-68,23-Sep-16
Westside Golf Discs,Queen (Pohjolan Emäntä1),176,21.2,1.5,1.1,16.6,2.3,29.5,9.19,,,,16-66,14-Sep-16
Daredevil Discs,Bighorn,176,21.2,2.2,1.6,19.2,1.5,67.75,8.62,,,,16-89,25-Aug-16
Discraft,Thrasher,175.1,21.1,1.7,1.1,16.8,2.1,26.75,8.85,,,,16-62,13-Aug-16
Element Discs,Uranium,176,21.2,1.5,1.4,18.7,1.3,49.5,7.71,,,,16-65,13-Aug-16
Full Turn Discs,Navigator,179.3,21.6,1.7,1.5,18.9,1.4,40.5,6.8,,,,16-63,13-Aug-16
Full Turn Discs,Passport,176,21.2,2.1,1.6,19.2,1,64,8.16,,,,16-64,13-Aug-16
Innova Champion Discs,Gargoyle,176,21.2,2,1.2,18.4,1.4,43.5,9.07,,,,16-61,21-Jul-16
Disc Golf Association,Pipeline,177.6,21.4,1.5,1.1,17.8,1.8,31,10.21,,,,16-60,30-Jun-16
Element Discs,Lithium,181.8,21.9,1.5,1.3,18.9,1.5,51.75,10.43,,,,16-59,30-Jun-16
Discmania,P3x (Putt & Approach),176,21.2,1.9,1.6,19,1.1,62,7.37,,,,17-79,26-Jun-16
Reptilian Disc Golf,Tyrant,176,21.2,1.4,1.1,17.6,1.8,28,8.62,,,,16-57,16-Jun-16
Legacy Discs,Fighter,176,21.2,1.7,1.2,17.1,2,27.75,11.34,,,,16-53,6-Jun-16
MVP Disc Sports,Catalyst,175.1,21.1,1.9,1.2,16.3,2.4,30,11.11,,,,16-55,6-Jun-16
MVP Disc Sports,Energy,175.1,21.1,2.1,1.2,16.3,2.4,26,11.91,,,,16-56,6-Jun-16
Ozone Discs,Andro C,177.6,21.4,1.5,1.3,18.4,1.5,31.25,7.26,,,,16-54,6-Jun-16
Dynamic Discs,Aviator,200,27.5,3.2,2.1,26,0.8,89.75,8.85,Super Class,,,16-49,26-May-16
Dynamic Discs,Gavel,176.8,21.3,1.9,1.4,19.5,1.4,45.75,9.19,,,,16-50,26-May-16
Dynamic Discs,Proof,178.5,21.5,1.5,1.1,19,1.3,39.5,9.4,,,,16-51,26-May-16
MVP Disc Sports,Nitro,176,21.2,1.9,1.2,16.3,2.4,26.75,11.57,,,,16-47,13-May-16
MVP Disc Sports,Octane,175.1,21.1,1.7,1.2,16.3,2.4,27.25,11.87,,,,16-48,13-May-16
Prodigy Disc,D6,174.3,21,1.6,1.2,16.2,2.4,26.75,9.41,,,,16-46,13-May-16
MVP Disc Sports,Matrix,178.5,21.5,1.6,1.4,18.7,1.4,46.5,9.75,,,,16-44,10-May-16
Obsidian Discs Oy,Caldera,176,21.2,1.7,1.2,16.7,2.3,26,8.62,,,,16-45,10-May-16
Prodigy Disc,A4,174.3,21,2,1.3,18.2,1.4,61.75,9.64,,,,16-43,10-May-16
Axiom Discs,Defy,175.1,21.1,1.5,1.1,16.7,2.2,26,9.3,,,,16-36,21-Apr-16
Axiom Discs,Thrill,175.1,21.1,1.5,1.1,16.7,2.2,26,9.53,,,,16-37,21-Apr-16
Daredevil Discs,Great Horned Owl,176,21.2,2.2,1.4,19.2,1,62.25,7.14,,,,16-34,21-Apr-16
Daredevil Discs,Walrus,180.9,21.8,1.9,1.2,19.3,1.3,48.75,1.81,,,,16-35,21-Apr-16
Full Turn Discs,Traveler,175.1,21.1,1.7,1.2,17.3,1.9,28.75,9.53,,,,16-38,21-Apr-16
Innova Champion Discs,Big Kahuna,200,27.5,3.3,2,26,0.8,93.5,6.8,Super Class & Vintage Class,184.3,,16-39,21-Apr-16
Innova Champion Discs,Makani,200,24.2,2.7,1.7,22.8,0.7,83,5.9,Super Class & Vintage Class,162.1,,16-40,21-Apr-16
Axiom Discs,Vanish,175.1,21.1,1.5,1.1,16.6,2.2,27.75,8.98,,,,16-30,6-Apr-16
Discraft,Undertaker,175.1,21.1,1.8,1.1,17.5,1.9,30.75,10.43,,,,16-31,6-Apr-16
Kastaplast,Grym X,176,21.2,1.6,1.1,16.9,2.2,26,10.21,,,,16-26,6-Apr-16
Plastic Addicts,Habit,183.4,22.1,2.1,1.6,20.1,1,63.25,4.76,,,,16-27,6-Apr-16
Plastic Addicts,Intervention,176,21.2,1.3,1.1,16.7,2.3,30.5,7.03,,,,16-28,6-Apr-16
Reptilian Disc Golf,Stego,176.8,21.3,1.8,1.2,19.3,1,74,9.19,,,,16-29,6-Apr-16
Dynamic Discs,EMAC Truth,180.1,21.7,1.8,1.2,18.7,1.5,42.25,9.3,,,,16-25,21-Mar-16
Dynamic Discs,Defender,174.3,21,1.6,1.1,16.4,2.3,30.75,11.11,,,,16-22,2-Mar-16
Dynamic Discs,Marshal,176,21.2,2,1.6,19.1,1.1,67,11.57,,,,16-23,2-Mar-16
Innova Champion Discs,Mirage,176,21.2,1.9,1.2,19,1.1,50.25,6.35,,,,16-24,2-Mar-16
Disc Golf Association,Sail,174.3,21,1.9,1.1,17.2,1.9,29.75,9.75,,,,16-16,25-Feb-16
Discmania,DDx (Distance Driver),175.1,21.1,1.7,1.1,16.5,2.3,28.75,11.34,,,,16-21,25-Feb-16
Element Discs,Plutonium,174.3,21,2,1.5,19,1,77.75,7,,,,16-15,25-Feb-16
Latitude 64,Falchion,175.1,21.1,1.6,1.1,17.3,1.9,34.5,11,,,,16-13,25-Feb-16
Latitude 64,Knight,175.1,21.1,1.6,1.1,16.2,2.5,28.25,10.89,,,,16-14,25-Feb-16
Westside Golf Discs,Catapult (Katapultt1),175.1,21.1,1.6,1.1,16.6,2.3,27,10.87,,,,16-17,25-Feb-16
Westside Golf Discs,Destiny (Kohtalo1),176,21.2,1.6,1.1,16.6,2.3,28.5,10.66,,,,16-18,25-Feb-16
Westside Golf Discs,Longbowman (Jousimies1),176.8,21.3,1.6,1.1,17.7,1.8,36,10.77,,,,16-19,25-Feb-16
Westside Golf Discs,Sling (Linko1),180.9,21.8,1.8,1.2,19.3,1.3,41,8.39,,,,16-20,25-Feb-16
Guru,Midgard,175.1,21.1,1.7,1.1,17.5,1.8,32.5,11.45,,,,16-10,4-Feb-16
Guru,Mjølner,176,21.2,2,1.5,19.2,1,47.25,9.53,,,,16-11,4-Feb-16
Guru,Thor,180.1,21.7,2.1,1.3,19.1,1.3,40.25,9.53,,,,16-12,4-Feb-16
Millennium Golf Discs,Aquarius,174.3,21,1.9,1.2,17,2,30,10.66,,,,16-09,2-Feb-16
MVP Disc Sports,Signal,175.1,21.1,1.5,1.2,17.7,1.2,35.5,11.11,,,,16-08,2-Feb-16
Innova Champion Discs,Stud,176,21.2,1.9,1.3,18.9,1.1,69.5,11.11,,,,16-07,20-Jan-16
MVP Disc Sports,Spin,174.3,21,1.9,1.5,18.8,1.1,60.75,7.37,,,,16-06,20-Jan-16
Latitude 64,Culverin,176,21.2,2,1.1,17,2,31.25,11.91,,,,16-04,15-Jan-16
AquaFlight Discs,Osprey,174.3,21,1.6,1.2,16.4,2.3,28,11.91,,,,16-02,7-Jan-16
AquaFlight Discs,Pelican,175.1,21.1,2,1.2,17.7,1.7,29.5,9.19,,,,16-03,7-Jan-16
Black Zombie Disc Golf,Chainsaw,174.3,21,2.2,1.5,19.1,1,66.5,11,,,,16-01,7-Jan-16
Dynamic Discs,Warrant,180.1,21.7,1.8,1.3,18.8,1.4,46.5,9.87,,,,15-86,15-Dec-15
Kastaplast,Reko,176,21.2,1.8,1.4,19.1,1,61.25,10.43,,,,15-87,15-Dec-15
Prodigy Disc,A2,174.3,21,2,1.3,18.2,1.4,41.75,8.5,,,,15-69,15-Dec-15
Prodigy Disc,A3,174.3,21,2,1.3,18.2,1.4,50.25,8.39,,,,15-70,15-Dec-15
Discmania,PDx (Power Driver),175.1,21.1,1.9,1.2,16.9,2.1,30.5,11.23,,,,15-81,9-Dec-15
Element Discs,Iridium,174.3,21,2.1,1.5,19.1,0.9,66,12.02,,,,15-85,9-Dec-15
Innova Champion Discs,Colossus,175.1,21.1,1.7,1.1,16.1,2.5,29.75,7.82,,,,15-80,9-Dec-15
Las Aves Disc Golf,Wo-Hoo,175.1,21.1,1.8,1.3,18,1.5,37.25,11.11,,,,15-84,9-Dec-15
Latitude 64,Compass,179.3,21.6,2.3,1.3,19,1.3,42.75,10.77,,,,15-83,9-Dec-15
Latitude 64,Cutlass,175.1,21.1,1.7,1.2,16.6,2.2,28.75,10.43,,,,15-82,9-Dec-15
Vibram Disc Golf,Onyx,174.3,21,1.8,1.1,17.3,1.8,30.75,5.33,,,,15-77,2-Dec-15
Vibram Disc Golf,Vamp,174.3,21,1.9,1.2,17.2,1.9,34.75,6.35,,,,15-78,2-Dec-15
Discraft,Roach (Ace Race 2015),175.1,21.1,2,1.5,18.9,1.1,58.75,9.07,,,,15-79,30-Nov-15
Innova Champion Discs,Commander,180.9,21.8,2.2,1.2,19,1.4,42,9.19,,,,15-75,20-Nov-15
Reptilian Disc Golf,Ptero,176,21.2,1.7,1.1,17.6,1.8,33.25,5.33,,,,15-76,20-Nov-15
Innova Champion Discs,XT V-Aviar,175.1,21.1,2,1.4,19.1,1,55.75,8.85,,,,15-72,16-Nov-15
